#1 tweet_content	#2 country_label
قال ورقه يا ابن اخى ماذا ترى فاخبره رسول الله خبر ما راه فقال له ورقه هذا الناموس الذى الله على موسى يا لىتنى فيها عا يا لىتنى اكون حيا اذ يخرجك قومك قال رسول الله او مخرجى هم قال ورقه نعم لم يات رجل قط بما جئت به الا عودى وان ىدركنى يومك انصرك نصرا مزرا	Egypt
ارخم حاجه انك بعد ما تعمل كوت تويته يروح صاحب التويته يمسحها طاه انا عامله الكوت للهوا ىعنى	Egypt
يا ساهرين الليل عشاق ولا جواعه	Kuwait
الحريه لادم ومحسن حمايه طواقم الاسعاف امر ملزم بالقانون الدولى فى مناطق النزاع وغيرها مهما كانت المبررات ليبيا	Libya
اذا خبرتج خبرىنى	United_Arab_Emirates
يا رباه انا قالى سنه ونص لين سنتين عاد كملت سنه وثلاث شهور	Oman
اصبحنا واصبح الملك لله والحمد لله ولا اله الا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير اللهم	Palestine
الـ ستحتاج الى مساحه قدم للعمل بكل اريحيه	Palestine
عود البخور لا احترق ريحته طيب وطيب الرجل بالمرجله والشامه بعض العرب زلات رجه عذاريب وبعض العرب زلات رجه ميانه ابيات اعجبتنى مساء الخير	United_Arab_Emirates
شكــد اعزك ارد اشوفك لو بس لحظه صدفه هىجى لو فتره قليله بگــد ضحكتى ارد اشوفك حتى لو نسمه هوه تمر بصفنتى غرد حبجيات	Iraq
ىسمعنى حين ىراقصنى كلمات ليست كالكلمات	Egypt
انت مجنون ولا ايه انت فى اصعب كليه اتخلقت	Egypt
كانت معلوماتهم خاطئه  لتوريط بريمر فى مواجهه فى الساعه الاولى من اعلان تشكيل جيش الامام المهدى سجل اكثر من  الفا كان لا زال جيش الامام المهدى وسام الشرف فى صدر العراق	Iraq
ابعت للكراش اقولها ولا لا يا جماعه	Egypt
انا مش تنكه او متكبره انا بتعامل بحدود هى مش زريبه حضرتك	Egypt
شايفه هى تضحك بس ما اعرف اشبك هه	Iraq
يوم بتانيب الضمير فالدم الذى ىسرى فى عروقك سيشعرك بالحنين لاخوه يقاسمونك كريات دمك نفسها فاياك ثم اياك ان تفرط باخوتك من اجل اى شئ فى هذه الدنيا فكل شيئ يمكن تعويضه الزوج ىاتى بداله زوج اخر وكذلك الزوجه والابناء ىاتى غيرهم من	Iraq
بشرى شلون محمش	Kuwait
والخوف من الموت والخوف على المصالح الشخصيه خلاصه القول كما قال كانب المقال السيد عبد البارئ هى مرات مر خرى نقول قد ىاتى الخير من باط الش والل اعلم ليس للمقاومات الا النصراو الشهاده وفى كلنى الحالتين سننتصر المقاومه ويهزم محوار	Morocco
ذين تجربى سمكه الصافى ماه هاتون ماراح تندمى تاكلى وعيونكم تدمع من حلاته بس انتبهى اشواكه مافينا حق الابر	Oman
انا مش قادر استوعب كميه الحاجات اللى اتمنيتها ومحصلتش	Egypt
روا ئالا  خلاس بوو بڤا چند ئد رو رون ئالا بن جارا ئالان رنگن خو بردا ان بستنا خوڤ چر چر بو ان بروڤا لاوست لسر دارن حومت نبنن	Iraq
الله ادخلنا الجنه واجرنا من النار	Syria
لانه احيانا اسوى اشياء تحس انك هطف	Iraq
طب ايه ناويلى على ايه	Iraq
والله ربنا اللى يعلم وحشنى ازاى ىااخى	Egypt
وبعضهم فض العزله على ضجيج المنافقين	Saudi_Arabia
ىمى نته وانا شتاق لا جاب الله فراق	United_Arab_Emirates
طيب ما البيره هتبقى صدقه بردو والشعب كله هيفرح ويتبسط	Egypt
الواحد كبر كل دا	Egypt
لان خاشقجى من طينتهم على ملتهم اما اطهار ال الصدر رض فهم قبس من نور ال محمد	Iraq
عيب يابت المفروض نشجعهم بارك الله فيهم	Egypt
كان هناك رجل جالس مع كلب فمرت عليهم امراه عجوز فقالت له هل تعلمه الخيانه ام يعلمك الوفاء رد الرجل حجه توكلى	Syria
يارب يا مسهل ان شاء الله ترجعوا بيها من رادس يا رجاله التاسعه يا اهلى	Egypt
يوم الاب العالمى الله يرحم ابوى ويغفرله	Lebanon
اشوفك والعه قادر يا كريم	Egypt
بعد جرحك للامانه صرت اخاف	United_Arab_Emirates
هل يعقل ان يكره الانسان مدينه كامله لان قلبه سر فى احد ااحيائهاا وهل يعقل ان يكره الانسان الاشخاص الاشياء والاغانى والروائح والاكلات وكل شيء كان شخص ما يحبه لان قلبه كسر بسببه هل يعقل ان يكره الانسان ذاته بسبب شخص ما وليس مدينه ان يكره حيات	Lebanon
اجتماع اللجنه الاقليميه لاداره الجوده وسلامه المرضى الاول لعام	Oman
اه والله يا حسام انت فشيخ بمعنى الكلمه	Egypt
ان شاءالله خييو	United_Arab_Emirates
احترمى طولى اجل	Saudi_Arabia
يا ضياء كل الوجود يا وطن ماله حدود	Saudi_Arabia
اه والله ىاخى امتحان غريب خالص	Egypt
اياك ان تتعلق باحد حتى لا يقتلك غيابه	Kuwait
هسمعلهم وهقولك راىى	Egypt
جوارديولا بعد برشلونه عنده سنه استسلام مستفزه اما اتسال عن مرتدات مدريد فى  قال مقدرش اوقفها فى  قال نفس الجمله على مىسى سبحان الله خسر بسبب الاتنين شكل نفس الكلام على الانفيلد باين المنافسه ماثره عليه جامد حتى فالتصريحات الانفعالات	Egypt
الشيخ سعد اللى طلع الدولار لك يطلع بلعومك من محلو شو غبى	Lebanon
دس جاوت خش بت	Iraq
نعم دحاحين احنا تورطنا كل موادنا معاهم الى ماخذينهم مع راحات	Oman
نوكيا الرهيب اللون فضى اول ما نزل ابو الكشخه اول جوال اشتريته	Bahrain
ان نت ستهرب فاهرب احب الاشياء اليك وتعم بها الى الله	Algeria
مساء النوورر والطيبه والاحساس اخباركك	Syria
بيحولون استفسارك لمحكمه الكاس باذن الله بيردون عليك	United_Arab_Emirates
يقف على جهاز المشى ساعتين ليخفف وزنه ولا يقف بين ىدى ربه دقيقتين ليخفف من اوزاره	Palestine
توتر حاد واجواء مشحونه فى مخيمات تندوف ومواجهات فى مخيم السماره	Morocco
الولاد ال وراهم انا وصحابى حرفيا اى مناسبه	Egypt
كل المطبات تغيرت ومش مفهوم شو الهدف	United_Arab_Emirates
فى الاخير مهما كان او يكون الحمد لله يكفنا فخرا انهم كانوا ابطالا محاربينا رجالا احرار جزائرين اهدوا لنا افراح جمعت شملنا وحدت كلمتنا ربى يدوم النعمه	Algeria
ما بنصحك تجربيها اشى بخزى الصراحه	Jordan
انت الحاجه اللى حبيتها بدون ما احس فجاه لقيت نفسى فى عيونك فى قلبك وفيك	United_Arab_Emirates
لا اريد الا الهدوء فقد اتعبتنى الحياه	United_Arab_Emirates
هدا واحد الاستاد سول تلميد ديالو قالو الى خيروك بين العقل او المال اشنو تختار تلميد نختار المال تبسم الاستاد	Morocco
الحب حلو فى الاغانى والافلام بس	Syria
اللهم اغفر له وارحمه واسكنه فسيح جناته يارب العالمين	Somalia
نائب رئيس من اين لكم هذا	Algeria
بخيرر الحمد الله	Morocco
لس ام    الل   ات	Somalia
اللهم تول نى فيمن توليت	Saudi_Arabia
السنه الجديده متى تخلص هالسنه الجديده	Bahrain
خذنى من لىلى لـ ليلك خذنى معك وغيب بى	Qatar
اغيرها فى عقلى وابدلها بقصه سعيده هذ قصدك	Morocco
الله افتح لنا ابواب الخير	Egypt
بويز ولا قيرلز الاتنين	Egypt
استغفر الل عدد الاحتيااج فجوه الفراغ النامي فى قلبى استغفر الل الذى لا ال الا هو الحى القيوم واتوب الي	Saudi_Arabia
افتكرت حلم المركب تعوم بالاف الاطنان كحلم فى يوم كان المسمار بيغرق فى شبر ميه جتهم الهم بلعونا السم السقراطى	Egypt
سكرته ورديت رديت	Libya
ركب يوسف العظمه حصانه ونزل الى دمشق وراح ىنادى متحديا هل من مجاهد هل من مناضل هل من مقاوم هل من ثائر فطلع	Syria
لا شى قابل للثبات فى كل مره تبهرنى الجمله بحقيقتها فى الحياه	Oman
خليك سلبى فى كل اللى بيحصل حواليك بس المهم تكون اىجابى تنزل تشارك فى الانتخابات شارك بدورك	Egypt
دايم الاشواق تخلق اسئله كيف اعامل موقفى واعلمك دام ما اكلم الا بمشكله ودى اخلق مشكله واكل مك كلمه بقلبك تقولها	Saudi_Arabia
اللهم امى وخواتى اللهم ومادون ذلك فهو هى	Saudi_Arabia
هل القلب يكره من احب يوما مستحيل	Egypt
ايه صح اكتر واحد يشكرو فيه	Libya
الله يسلمك دكتوره هبه	Egypt
طلقه وحده من غير كاتم كفيله لجعل الجميع ينبطح على بطنه	Libya
والله انت عند حسن ظننا تشبهين شروق الشمس متالقه نتمنى لك كل التوفيق النجاح من المحيط الاطلسى	Morocco
مسا مسا يا حلمى	Egypt
وانت للحين باقى وحدواى تصدق انى مدرى فى ادرجه يلعبون	Saudi_Arabia
واقر على كف الز مان جنون فاض فى ذهن اللبيب واعترض الجنون لسد وسيل ينضح بالعجيب ولىتنى حين كنت فتى حصيف تاملت العجائب فى المغيب وق ست بها حدود الص بر فىنى وعل مت المدى غز الغ روب ومن قلبى تام لت الوجود وعلمت الرياح صدى الوجيب	Syria
الله يحميك ويفرحك مثل ما انت مفرحه كل اللى بىحبوكى	Libya
هو انا بجد حكاك انا ابتديت اشك فى نفسى	Egypt
بعد ثلاثين يوم اذا دخلتيه خلاص تقدرين	Saudi_Arabia
الله الوكيل البنات فالشرقيه حاجه تانيه خالص	Egypt
صباح العمل لكل من يحب عمله مجال عمله اما الغارقون فى بئر الوظيفه العبوديه مثلى فلا صباح لا خير لهم قذاره	Algeria
انا عندى اربعه	Algeria
الفتره دى حاجات كتير متغيره لدرجه ان الاكل الى بفش غلى فيه بقيت ممنوعه منه	Morocco
نصيحه احضر مع سبق الاصرار حكايه حياه الكابوس وهادا حدوته مره	Syria
منصور البلوى مش كفيل التماحيك ترك سلمان جيص واط ياض يا عباس جيتوا تحطوا علينا حطينا عليكم	Egypt
ده حالى اصعب من حاله وجرالى اكتر ماجراله	Egypt
تجازف بايه ومع مين	Egypt
كل ساقط لاقط	United_Arab_Emirates
من سجن مستغانم رساله ابراهيم دواجى الى اهله القضيه قضيه نضال وفاء للوطن	Algeria
حسبنا الله ونعم الوكيل حسبنا الله ونعم الوكيل	Libya
يارب احببت احدا من عبادك لا يقوى لبـ ــي على غيابه فاحفضه لى يارب	Yemen
لعبه كلمه فى اربع صور لعبه ممتعه جدا ستدمن عليها كما ادمنت عليها انا لذلك اريد مشاركه التحدى معك	Iraq
اللهم حبب الينا الايمان وزينه فى قلوبنا وكره الينا الكفر والفسوق والعصيان واجعلنا من الراشدين	Iraq
الله المستعان خلينا ندخل على فيلم نصحى اسكندر وربنا يسهل فيلم كارتون سيناريو وحوار دكتور موسى نجيب موسى اخراج دكتوره حنان سمير	Egypt
لا احبى احبى بلا عقد كمان بس انا حبك الوحيد برضو	Egypt
نتيجه انريد نعرف كلهم حراميه	Syria
الام المصريه لا بقولكوا ايه مش كل يوم تسالونى هنفطر ايه وهنتسحر ايه انا خلقى ضيق رمضان	Yemen
خطوه مباركه من العدسانى والكندرى هذا المجلس لا يليق بكما	Kuwait
هشوم نبصر انتم اللى فى القمه	Libya
اثناء قيام دوريه من مديريه المخابرات بملاحقه احد تجار المخدرات فى منطقه مرجحين الهرمل تعر ضت لاطلاق نار من بل مجهولين ما ادى الى استشهاد احد العسكريين واصابه اخرين واستقدمت قوى الجيش تعزيزات الى المنطقه لملاحقه المطلوبين	Lebanon
تذكروا نتايج المنتخب ضد المكسيك واحمدوا الله انها انتهت ركلات	Saudi_Arabia
فلتكن صحوه ضمير المغشوشين بنوايا الاحزاب وهو نحن كمواطنين عراقيين وعلينا ان نعترف بالخطا وهو وضعنا علامه الصح فى المكان الخطا وانتخابات العراق عجيبه عندما يرفض العراقيين شخصا وعدم انتخابه تقوم الحكومه بتعيينه بمنصب رسمى حساس الك الله ياعراق	Iraq
ما زين عليش	Iraq
اللهم انى اسالك علما نافعا ورزقا طيبا وعملا متقبلا	Iraq
ذلك بما قدمت ايديكم وان الله ليس بظلام للعبيد ال عمران	Libya
اوك يا اصحاب موقف اخر يفشل صار لى الحين وتم اضافته للقائمه العريضه حقتى	United_Arab_Emirates
يارب جميعا وانتوا جمبى	Egypt
صدقتى حتى انا ما انحبها	Libya
كان نهر الطريق يفصل بيننا تعجلت حتى خلا من السيارات ونظرت فلم اجده اختفى كاشياء كثيره مضت دون عوده ولا زلت انتظر	Egypt
ماله البشمهندس عاوز ايه	Egypt
يمكنك عميلنا العزيز تزويدنا بالاسم رقم الجوال على الخاص وسيقوم القسم المختص بالتواصل معكم وافاداتكم بكافه التفاصيل المعلومات وحجز الموعد المناسب لكم دمتم اصحاء معنا	Saudi_Arabia
شكلها النفسيه شغاله	Libya
هو ايه مع ابو صلاح مين مزعله	Egypt
ماعرف غير عمر الباقين منتهين	Saudi_Arabia
لا كفايه الناس اللى عندى	Egypt
اللم اظلل ابى تحت ظل عرشك يوم لا ظل الا ظلك ولا باق الا وجك اللم طيب ثراه واكرم مثواه واجعل الجنه مستقره وماواه	Oman
السلام عليكم فائده الصباح فهذا دواء نافع مزيل للداء ولكن غفله القلب عن الله تبطل قوته وكذلك اكل الحرام يبطل قوته ويضعفها كما فى صحيح مسلم من حديث ابى هريره قال قال رسول الله صلى الله عليه وسلم يا ايها الناس ان الله تعالى طيب لا يقبل الا طيب وان الله امر	Algeria
مو لازم يتخلص منها	Oman
مقتل قىادى فى القاعده خلال هجوم بليبيا	Mauritania
قدمت كده ال بتاعه بكره انا لحد دلوقتى محدش بعتلى يقولى انى ولا حاسه دلوقتى انى عاطف اووى فى ايه بجدد	Egypt
جربى انج تروحين لشخص الصح عسبت ماتحسين بطول الليل ودربه	United_Arab_Emirates
حذر لعلك تتصارع على شيء ليس له قيمه	Egypt
مجبرون ان نشتاق لهم فالمشاعر لا تشاور مزاجنا	Palestine
عشر شهور يااحمد يارب	Egypt
ان تكون بجواره	Sudan
طب خلى بالك علشان هناك مش هيدووك قلم زياده لو مش معاك منوفيه بقاا	Egypt
وكان الوقت عدك واقف بيمشيش	Saudi_Arabia
ياكاع ترابج كافور	Iraq
قل اعوذ برب الفلق من شر ما خلق	Tunisia
الل اغفر لى خطاى وعمدى وهزلى وجدى ولا تحرمنى بركه ما اعطىتنى ولا تفتنى فيما حرمتنى	Iraq
دانشجو نازمند	Iraq
سبحان الله عدد ما كان وعدد ما يكون عدد الحركات والسكون	Qatar
صديقى العزيز محفوظ كتب  روايه قصه قصيره وله مئات الاحاديث الصحفيه وكتبت عنه عشرات الكتب وهذه كلها مليئه باقوال له	Egypt
ريف حلب الغربى بالكامل خليكن منتبهين وين نروح مثلا	Syria
عبد الباسط حسون هكذا انقذنى الجيش من الخطف فرب السفاره الكويتيه	Lebanon
تفتى باقدار الله ىاطحلبى ياوضيع	Saudi_Arabia
تمنيت تكون نهايه مسيرته مشر فه لاكن قدر الله وماشاء فعلل محمد نور وداعا	Saudi_Arabia
عساس بسوى رياضه بعد الفجر والله وانا اسحب عليها واعملى فطور بررد	Egypt
اثبت التاريخ وتجارب الدول انو البئيه الحاضنه لداعش والتطرف صراحه هى بيئه وجو ونهج كتار من المدافعين عن مشروع ليلى بينما بيئه الشباب والصبايا لى رفضوا اهانه ايمانن وتمسكو بكرامتن الانسانيه بكل حضاره ورقى هى لى حمت المسيحيين ووجودن الحر وحمت المسلمين حتى والانسان وكرامتو بشكل عام	Lebanon
شكله الموضوع صار صجى	Kuwait
وباجى على نفسى وادوس ومش عاجب برضه	Egypt
معرفش حاجه بالاسم ده	Morocco
هو ايه حوار الموزه الزرقا عشان انا مش فاهم معلش	Egypt
وعد يا بشير كلنا سوا كشباب لبنان نعبى الفراغ الله كبير	Lebanon
عالم بلا رجال كالحرمه بلا مكياجاللهم انى اعوذ بك من سوا المنقلب	Syria
يارب العالمين فى هذه الجمعه المباركه اسالك ان تساعدنى ان تمنحنى القوه فى هذه الظروف الصعبه	Algeria
مواقف هنشوف منها كتير الفتره الجايه	Egypt
السيره الذاتيه للمشير ابو غزاله	Egypt
مدرى بعدنى معرف منو زوجتى	Iraq
امريكا تعتبر نفسها اله يجب ان يركع له كل البشرع لكن كل الخلائق خلائق الله الواحد الاحد فيهم من يركع لامريكا وفيهم من يركع للاسرائيل وفيهم من يركع للسعوديه وفيهم من يركع للبقر وبوده وفيهم من يركع لله الواحدالقهار مالك الملك ذو الجلال والاكرام ومنهم عبد ربه هذا	Morocco
سلام اخى سال لاعبين ريال مدريد سيعود لتدريب يوم الاربعاء	Tunisia
جاييلنا انفولونزا الطيور	Libya
لا اله الا الله مخلصين له الدين ولو كره الكافرون	Egypt
فىنى رقااد اليههد الله	Morocco
عندما يكون لديك خيارين الكرامه او الحب فمن ستختار بطنى	Egypt
واما عن السجود فالمحب اذا خلا بحبيبه لم يقم حتى ىرتوى من حبه فاسجد واقترب	Algeria
اللــهم انزل على قبور موتـانا الضيـاء والنور والفسـحه والسـرور اللــهم جازهم بالحسنات احسـانــا وبالسيئـات عفـوا وغفرانـا ساعه استجابه	Saudi_Arabia
اليك افضل طريقه لاسترداد الصور او الفيديوهات او المستندات التى قمت بحذفها بالخطا	United_Arab_Emirates
باشاا الخطا الفنى لو هو ادالو الانذار فعلا ومطردهوش لكن ده هرى مش اكتر	Egypt
راح اشارك لانى شفت الحاله الحزينه ال يوصل لها المصاب الله يكفينا شر الحوادث	Oman
اخى الحبيب ممكن ترشدنى كيف انتمى لحمله التحدى او اى مجموعه فى تويتر نافعه لتخفيض الوزن الله يكرمك	Syria
الانالسيز لو متسلمش اقرب وقت هفشخك ىصحبى	Egypt
انا عنصر من الحراك تحرير الجزائر من قبظه وكلاء الاستعمار وكلاب حراستهم تعنى كل حر كل من مكانه بما يقدر وما يتوفر له والمشاركه تكون بطرق عده كما كان عليه اسلافنا دور الاساتذه مهم جدا كما هو دور الطلبه والمحامون الجاليه بدورها جزائرنا ستكون افظل هى لنا ارضنا وخيراتنا	Algeria
اضفت فيديو الى قائمه تشغيل على طريقه منع العدوى فى غرفه	Yemen
حسييت اهم شى انىى عدلت بس انت الله يهديك ىعننى اعرف شاقول	United_Arab_Emirates
مادام الحوثى ىرى النظام فاسد وعميل لامريكا ينسحبوا من الحوار ولايشاركوا فى الحكومه ويكونوا معارضه مش رجل فى المعارضه ورجل فى السلطه	Yemen
الدايت الصح انك تخفف ناس من حياتك اما الاكل ما شفنا منه الا كل خير	United_Arab_Emirates
كان من دعاء رسول الله صلى الله عليه وسلم اللهم انى اعوذ بك من زوال نعمتك وتحول عافيتك وفجاءه نقمتك وجميع	Morocco
يعنى اسرائيل بتصرح انها ضربت رفح المصريه والجيش المصرى بيقول مفيش حاجه	Iraq
سنه حلوه عليك	Saudi_Arabia
لما تحلم شخص ىعنى هو كتير مشتقلك او عم يفك فيك مطو لا لهيك اجا لحلمك	Tunisia
كاس العالم للانديه السبت ديسمبر الترجى التونسى الهلال السعودى الساعه بتوقيت ليبيا ومصر السد القطرى مونتىرى المكسىكى الساعه بتوقيت ليبيا ومصر قنوات بى ان سبورت والكاس المشفره	Libya
الحب مخلوق جميل بريء البشر يحملونه اوزارهم غالبا	Oman
رويترز روحانى يعلن انتصار الحكومه على الاضطرابات التى يتهم اجانب باشعالها ويقول ان الشعب الاىرانى نجح مره اخرى فى اختبار تارىخى	Lebanon
ابشرى امرى وش تبى	Saudi_Arabia
كنت اتنقل بين	Morocco
فى حبك كانت متاهتى لولا ان اداركنى لطف من الله فعرفت عنوانى	Algeria
اذا اردت السعاده فى الدارين عليك ببر الوالدين	Saudi_Arabia
معلومه جديده واتمنى لو تعطينا راس الخيط برابط نستسقى منه المعلومات باللغه العربيه	Tunisia
لا باس فـ انا دائم فى مهب الموت عساها تكون الليله الاخيره	Egypt
رحم الله امهات اباء المسلمين تقول لى هذا لما بدات السفر ال الكثير من البلدان الاروبيه الغربيه الشرقيه بما فيهم كندا فى السبعنيات من القرن الماضى وقبل ان اسافر االخارج جلت وانا طفل صغير فى الاسسى والثانوى ولى شرف ان كنت جلوب منى تروترز	Morocco
وسخر لى من يدعو لى غيبا ويتمنى الخير لقلبى وىحبنى صادقا يالله	Palestine
رياضه فوز برشلونه بدون مىسى ذگرهم نگد عليهم	Yemen
لا احد يعرف الحقيقه لان الحقيقه لا يمتلكها احد فلسفه فانلات	Egypt
اللهم اصحاب دنيا واخره	Saudi_Arabia
تربيه الاهلى جابت بطولات للاهلى ده تعدا منيكم يزربيه اضرب يافلافيو	Egypt
بعد العيد ان شاءالله عندى ثلاث اختبارات مهمه ولكن مادرى وش السالفه انى مب قادره ادرس ابد احس ببلاده مو طبيعيه تجاه الدراسه هالفتره	United_Arab_Emirates
فديتك يا اسطورتنا الخالده للابد	Bahrain
احدهم همس لى بتغيير هاشتاك تحرير العقول والافكار مسوليه كل من استطاع اليه سبيلا الى شغل مخك	Iraq
اليسا فى مجموعه انسان ترند فى الجزائر السعوديه ليبيا العراق لبنان السودان سويسرا امريكا	Libya
صاح قرايه الكتب مرات بتنقلك لى عالم تانى كده بتثقفك لكن فى الغالب العام القرايه الكتيره للزول بتزيد كاابتو بسو	Sudan
الخلصى وهو يقول لمعلول لازم يشرح مونتيلا الخطا	Djibouti
ربى يحفظ بلدى الجزائر من المتربصون بها	Algeria
كنت ساعه اجلس للكتابه اليك ارانى كالمصور غير انى انقل من عالم فى داخلى اما الان ورسمك يملا عىنى فقد اضيف الى عالمى المضطرب باخيلته الكثيره عالم من الجمال الصافى هو فوق ذلك كالسماء فوق الارض تحييها بالشمس	Jordan
حد فى جامعه جاموس الوادى يكون بينزل الجامعه ىكلمنى	Egypt
كل فرحه تصنعها لغيرك ستعود لك وهى اجمل نجران الان	Saudi_Arabia
بيئه راس الخيمه تطلق جائزه رقابه ناعمه لبيئه مستدامه	United_Arab_Emirates
وانتم سيد الفاظل ملائكه اكبر مصائبنا منكم والعربان دمرتوا كل شيء جميل الله المستعان	Algeria
اللهم انى اعوذ بك من زوال نعمتك وفجاءه نقمتك وتحو عافيتك وجميع سخطك	United_Arab_Emirates
الرقم واحد لنهايات المحادثات	Libya
اى خير يرجى فى نظام تستفزه اشاره رابعه وصوره لرجل احبه شعبه	Morocco
لما عرفت ان دى صفحه من كتاب لاحمد خال توفيق زعلت والله ربنا يرحمه	Egypt
بتقىسلى الضغط انتى ضغط واطى كده ليه بس	Egypt
السعوديونو الاماراتيون حلفاهم كسبوا قلوب بعض الجمهوريين ولكنهم لم يكسبوا قلوب الديموقراطيين	Morocco
تعلمت ان المدارس والجامعات والكتب ليست الا اسباب وان المعلم الحق هو الله لنعلمه من تاويل الاحاديث اتيناه حكم وعلم وان	United_Arab_Emirates
الحمدلله هذا الفلج نعمه من الله ىسقى كل البلد بس لو تتكرموا نريد نعمل له فحص لان توجد الان بيوت داخل الوادى وربما يتلوث	Oman
تسلم بو خميس	Oman
وشو نوع السياره	Saudi_Arabia
دايره نفاق وبنلف فيها	Egypt
يا محملين العنب تحت العنب تفاح عالروزانا	Palestine
قال رسول الله  رحم الله رجل اذا باع واذا اشترى واذا اق تضى البخارى	Syria
الطريق بيضيق	Egypt
يالله الا عى ون صاحبى لا اشوف فيها حزن ولا اشوف بقلب ضيقه	Iraq
ناا ئوش داماون	Iraq
انا فى التقل تقيل بحبك اوى اوى اوى	Egypt
لا مينفعش الكلام ده عاوزين حلول مبتكره	Egypt
مطلوب لمسسه صحفيه كبر عدد مترجمين صحفيين من الانجليزيه الى العربيه ولديهما خبره فى هذا المجال ترسل السيره الذاتيه على البريد الالكترونى	Jordan
هكار ئه وه پشت به كه ئه به ستن كه ئمه نن	Iraq
الانساني فوق القانون احيانا	Jordan
زهقتنى من الشغل فعلا	Egypt
كل ما اريده منك هو قلب يتسع لى	Saudi_Arabia
امير مكه لن نسمح بحدوث فوضى فى الحج والموافقه قريبا على مشروع الاساور الذكيه للحجاج السعوديه	Oman
الصمت الاجابه التى لن تندم عليها	Somalia
اختتمت الدوره التدرىبىهفى الحاسوب لكتاب العدل وماذونى الانكحه فى محكمه الاحوال الشخصىهوالتى استمرت لمدهاسبوعين فى المعهد الاسلامى فى جىبوتى	Djibouti
ان شاءالله افوز بدوره او الفلوس ادخل فيها دوره لانه الاكاديميه ممتازه اكاديميه	Tunisia
ىعنى احنا ااه صغيرين فى السن بس بقى عندنا خبره فى الحيااه ووعى يعادل اللى عنده سنه تقريبا	Egypt
كم ىغىضنى ان ارى امى قد رشاها الزمن انها رحى الزمن	Algeria
اياك تقول ما خلاص الوقت فات	Egypt
لا شيء اسهل من الكراهيه اما الحب فيحتاج نفسا عظيمه	Tunisia
والله نفس الشى لى فكرت فيه اول ما جاوب عايشه قلت لهيك ما دافع عن اخوه بيوم لى مات	Iraq
اللهم انى اسالك سرعه الحفظ قوه الفهم صفاء الذهن	Kuwait
الدستور يكفل حق الترشح لاى مواطن جزائرى مهما كان توجهه السىاسى يمكن لهم ان يترشحو الشعب ينتخب على من يراه مناسبا	Algeria
برضو انا عيد مىلادى اليوم	Saudi_Arabia
اجعلنى يا الله الصدفه الجميله والصديق الوفى والظن الحسن والثقه وخير الامور واطيبها ربى لا تجعلنى وجع لاحد ولا تجعلنى ثقلا على قلب احد ولا تجعلنى سبب فى بكاء احد واجعلنى يا الله غيمه مر وت ثم ولت	Egypt
حتى انا انحب فاطمه	Libya
اللهم صل على محمد عدد ماذكره الذاكرون وصل على محمد عدد ماغفل عن ذكره الغافلون	Syria
هو مش رعب على فكره هو شبه رعب بس	Saudi_Arabia
ربى ارزقنا الفردوس الاعلى واجمعنا بها بمن نحب	Egypt
هل تركى ال شيخ رئيس الاتحاد السعودى لكره القدم والاماراتى والبحرىنى	Iraq
تى وينو الفوازير	Tunisia
هيدرات لمدرجنا الم زين بالافتات الاشبه بالاتينيه	United_Arab_Emirates
ربى يرجعه سالم ان شاء الله	Libya
ياريته غير رخيص اشكاره قرشين اباجنيه	Libya
كضيها تغريدات انت مده الرئاسه	Iraq
نتمنى ذالك ولو حصل عكس ما نتوقع لا قدر الله فان السعوديه ستكون هى من يصاب بسم الفتنه فاليمن واليمانيون سيكون وسط معركه ليس لهم فيها الا خيار لاسواه يقاتلون قتال من لم يترك وراء ظهره شيء من الدنيا يخاف عليه وربنا يصلح الحال كله	Yemen
انا عملت صورتى على الـ وطلع شكلى بيع وبيتاخدش ميتم للاسف الى جاىىنى مش جاى لح	Palestine
مم شربى دارسين احم شكراا	Kuwait
انتى ما شفتى المنظر بكون بيش كيف انتى حنين بتاعت تويتر ايوا ويعم الصمت والنظرات المريبه ارجاء المنطقه حاجه فى منتهى العولاق اقسم بالله	Sudan
ربى يحقق لك احلى ثمار	Saudi_Arabia
لى ىسبنى نردلوا الموضوع لى علقت عليه كون ما قاسهمش كون ما ردوش مغرد بفف الخقيقه تجرح خاطرش عايشين وسطها قاستهم خخه	Algeria
من الواضح انهم ناوين يطلعوا الحمار لا تستعجلوا بالحكم	Saudi_Arabia
دى حاجه افتخر بيها وشكرا ليك يارب الخير ليك انت كمان دايما	Egypt
فى كثير من الاحيان يجعل تعلقك بالشخص وخوفك من خسارته تتجنب انهاء العلاقه رغم ان استمرارك فيها يتسبب لك فى التعاسه والحزن وهو ما يجعلك تتمسك بامل ان تنصلح هذه العلاقه وبان يكون ما تمر به مجرد موجه تقلب عابره على الرغم من عدم	Morocco
ٱــهـم  عـ مـ حـمـ مـ حـمـ	Iraq
لانها تشوف المعشوق اب وحبيب زوج وصديق سيبو الناس تحب بطريقتها وبلاش قرف وتدخل بشى ما يخصكم	Syria
ميلان هذه السنه وضعه صعب	Algeria
اللهم اجعلنا من الم حسنين امين	Egypt
كتابين فى مجلد خليل السكاكىنى والاب انستاس الكرملى ريال	Saudi_Arabia
شكلكم تقلدوا صدام عندما تخلص من عدنان خيرالله	Iraq
